[0, 0, 0, 0, 0, 0, 0]
[0.03425414364640884, -0.08853183588443075, -0.0517170111117688, -0.08543146605474244, -0.018710329792792024, -0.022211078052086258, -0.12843220266798347]
[0.061162662138526634, -0.04152557771885607, -0.03151701587785778, -0.06610259075730049, -0.045484398523191485, -0.02356205546266521, -0.13633334641388015]
[0.047688847417524674, -0.04603994550704568, -0.03455531049636001, -0.06439995781937477, -0.047138987879457916, -0.023339045210475213, -0.13624983030741894]
[0.0493778373347895, -0.046439768741729594, -0.034868730077586334, -0.06487071401955692, -0.04695779166478527, -0.023348040467792402, -0.1362587910678281]
[0.04949406130506482, -0.04630527736831049, -0.03481754334827644, -0.06484091431862722, -0.04697043875574743, -0.023348475019626606, -0.13626645403082271]
[0.04945478093078354, -0.04631372873105424, -0.03481959648296651, -0.06483613198753843, -0.04697324371581758, -0.02334822759580878, -0.13626579236417216]
[0.049457504639351675, -0.046315023314262474, -0.03482032241258337, -0.06483717654503242, -0.04697276381397216, -0.02334824398221334, -0.13626575763336424]
[0.04945786869676062, -0.046314730022750765, -0.034820208483954784, -0.06483713736500506, -0.04697277433138876, -0.02334824613686895, -0.13626577389784625]
[inf, inf, inf, inf, inf, inf, inf]
[1, 1, 1, 1, 1, 1, 1]
[0.4399500863970406, 1.1319832437690547, 0.640923471695253, 0.29240722755344106, 0.588642910530035, 0.05733699306156108, 0.05795459404268139]
[0.2825359691132021, 0.098053282610831, 0.08792554819677496, 0.026438416973830387, 0.03510023084283197, 0.009555243163499424, 0.0006129630126714303]
[0.0342054251143729, 0.00860950098411323, 0.008988557384479935, 0.007256837038054336, 0.0038587039178959617, 0.00038526819111857276, 6.576280575316455e-05]
[0.0023482407224364034, 0.0029044502281967166, 0.0014701418993831972, 0.00045958175085664176, 0.00026925639396158286, 1.861157244053823e-05, 5.6235139081896004e-05]
[0.0007942684921859968, 0.00018248072386545936, 5.896491911015954e-05, 7.37602775210169e-05, 5.9713995633624816e-05, 1.0597113498706392e-05, 4.855706183287105e-06]
[5.5071694134172763e-05, 2.7951690738584925e-05, 2.0847871776177165e-05, 1.611047164062792e-05, 1.021659801232979e-05, 7.018259947996967e-07, 2.548755353306757e-07]
[7.360960319045338e-06, 6.3325752209926824e-06, 3.2719111558226916e-06, 6.042837323430294e-07, 2.239045222910605e-07, 9.228340311091179e-08, 1.19358526693502e-07]
